Record_ID,HTS_Code,Product_Description,Company,Country_of_Origin,Country_Code,Material_Cost_USD,Tariff_Rate_Percent,Tariff_Amount_USD,MPF_USD,Other_Fees_USD,Landed_Cost_USD,Material_Composition,Primary_Material,Quantity,Unit_Price_USD,Total_Value_USD,Import_Date,Port_of_Entry,FTA_Applicable,Alternative_Country,Potential_Savings_Percent,Potential_Savings_USD,Risk_Level,Compliance_Status,Last_Updated
TR008266,8517.12.0020,Telephones for cellular networks,BMW Group,Thailand,TH,22.11,10.57,2.34,0.08,2.0,26.52,"65.1% Plastic, 34.9% Polyester",Plastic,5612,22.11,124071.0,2024-02-07,"Norfolk, VA",CPTPP,France,7.07,8775.96,Low,Under Review,2025-07-18 11:51:23
TR008267,4202.12.8020,"Trunks, suitcases and vanity cases with outer surface of plastics",Cisco Systems,India,IN,123.08,11.06,13.61,0.43,0.99,138.1,"85.2% Steel, 14.8% Rubber",Steel,9681,123.08,1191510.33,2024-11-23,"Miami, FL",No,Germany,7.86,93609.79,Medium,Under Review,2025-07-18 11:51:23
TR008268,8467.21.0030,"Drills with self-contained electric motor, cordless",Walmart Inc.,Italy,IT,78.14,4.83,3.77,0.27,1.87,84.05,"85.1% Leather, 14.9% Rubber",Leather,5322,78.14,415857.41,2025-04-13,"Houston, TX",No,Brazil,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008269,6109.10.0040,"T-shirts, singlets and other vests, of cotton",Gap Inc.,Thailand,TH,136.85,6.13,8.39,0.47,2.0,147.71,"60.8% Polyester, 39.2% Aluminum",Polyester,2732,136.85,373874.04,2025-01-07,"New York, NY",No,Brazil,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008270,7326.90.8588,Other articles of iron or steel,BMW Group,Indonesia,ID,142.3,10.72,15.25,0.49,0.95,159.0,"60.4% Polyester, 39.6% Cotton",Polyester,5728,142.3,815120.33,2024-02-03,"Miami, FL",No,Pakistan,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:23
TR008271,4202.12.8020,"Trunks, suitcases and vanity cases with outer surface of plastics",Mercedes-Benz Group,China,CN,20.84,14.71,3.07,0.07,1.51,25.49,"68.4% Cotton, 31.6% Aluminum",Cotton,9004,20.84,187678.89,2025-02-18,"New York, NY",No,Philippines,6.51,12210.52,Medium,Compliant,2025-07-18 11:51:23
TR008272,7326.90.8588,Other articles of iron or steel,Dell Technologies,Turkey,TR,132.99,7.6,10.1,0.46,2.19,145.75,"99.0% Polyester, 1.0% Aluminum",Polyester,8337,132.99,1108750.89,2024-09-16,"Seattle, WA",No,Italy,3.5,38776.73,Low,Non-Compliant,2025-07-18 11:51:23
TR008273,6403.91.6030,Footwear with outer soles of rubber,KPMG,Taiwan,TW,57.58,12.75,7.34,0.2,1.78,66.9,"91.6% Silicone, 8.4% Nylon",Silicone,3898,57.58,224437.2,2025-04-30,"Charleston, SC",No,Indonesia,2.15,4822.32,Low,Compliant,2025-07-18 11:51:23
TR008274,9507.30.2000,Fishing reels,Stanley Black & Decker,Turkey,TR,142.77,4.9,7.0,0.49,1.85,152.11,"65.3% Nylon, 34.7% Silicone",Nylon,6635,142.77,947259.72,2025-02-03,"Seattle, WA",No,Philippines,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008275,7616.99.1000,Other articles of aluminum,Costco Wholesale,Mexico,MX,4.09,2.81,0.11,0.01,1.03,5.24,"60.2% Nylon, 39.8% Cotton",Nylon,9249,4.09,37798.26,2023-09-22,"Charleston, SC",Yes,Pakistan,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR008276,9403.60.8081,Wooden furniture for bedrooms,Samsung Electronics,South Korea,KR,25.83,7.72,1.99,0.09,1.34,29.25,"66.3% Polyester, 33.7% Leather",Polyester,7337,25.83,189506.27,2025-02-06,"Seattle, WA",No,Philippines,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR008277,4819.40.0040,"Other sacks and bags, including cones, of paper",Cisco Systems,Malaysia,MY,10.22,8.18,0.84,0.04,1.12,12.21,"74.1% Cotton, 25.9% Glass",Cotton,517,10.22,5282.63,2024-04-14,"New York, NY",No,China,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR008278,9403.60.8081,Wooden furniture for bedrooms,Nestle SA,France,FR,47.14,2.13,1.01,0.16,0.1,48.41,"73.0% Silicone, 27.0% Cotton",Silicone,4642,47.14,218822.51,2024-03-22,"New York, NY",No,South Korea,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008279,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",HP Inc.,India,IN,41.7,8.51,3.55,0.14,2.0,47.39,"65.1% Cotton, 34.9% Polyester",Cotton,2960,41.7,123431.53,2023-12-04,"New York, NY",No,South Korea,1.81,2228.89,High,Non-Compliant,2025-07-18 11:51:23
TR008280,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Dell Technologies,Turkey,TR,118.32,8.84,10.46,0.41,1.77,130.97,"69.5% Nylon, 30.5% Steel",Nylon,6334,118.32,749469.27,2023-11-30,"Norfolk, VA",CPTPP,France,5.34,40033.95,Low,Compliant,2025-07-18 11:51:23
TR008281,6307.90.9889,"Other made up articles, including dress patterns",HP Inc.,Japan,JP,89.96,4.02,3.61,0.31,2.36,96.24,"82.0% Plastic, 18.0% Polyester",Plastic,5279,89.96,474878.78,2025-04-27,"Charleston, SC",KORUS,Taiwan,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008282,9615.11.1000,"Combs, hair-slides and the like of hard rubber",Microsoft Corporation,Malaysia,MY,141.61,8.56,12.13,0.49,1.58,155.81,"92.3% Aluminum, 7.7% Leather",Aluminum,1878,141.61,265939.67,2025-06-24,"Houston, TX",KORUS,China,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008283,8708.29.5090,Other parts and accessories of motor vehicles,Oracle Corporation,Philippines,PH,144.13,6.42,9.25,0.5,1.33,155.21,"60.3% Nylon, 39.7% Polyester",Nylon,7188,144.13,1036025.12,2025-02-14,"Norfolk, VA",No,Pakistan,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR008284,6307.90.9889,"Other made up articles, including dress patterns",Procter & Gamble,United Kingdom,GB,54.83,0.44,0.24,0.19,0.19,55.46,"67.7% Glass, 32.3% Leather",Glass,1381,54.83,75725.04,2024-09-06,"Charleston, SC",No,Thailand,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008285,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Adidas AG,Turkey,TR,17.89,5.68,1.02,0.06,1.42,20.39,"87.8% Glass, 12.2% Leather",Glass,1675,17.89,29969.42,2024-04-19,"New York, NY",KORUS,India,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:23
TR008286,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Bain & Company,Canada,CA,43.34,0.0,0.0,0.15,0.29,43.78,"68.2% Leather, 31.8% Cotton",Leather,3287,43.34,142453.29,2024-11-23,"Charleston, SC",Yes,South Korea,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008287,3304.30.0000,Manicure or pedicure preparations,HP Inc.,Taiwan,TW,65.12,11.36,7.4,0.23,2.37,75.12,"77.0% Cotton, 23.0% Plastic",Cotton,1981,65.12,129004.83,2023-12-19,"Long Beach, CA",No,Bangladesh,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008288,3304.30.0000,Manicure or pedicure preparations,Best Buy Co.,China,CN,40.76,14.67,5.98,0.14,1.58,48.47,"91.1% Polyester, 8.9% Leather",Polyester,6970,40.76,284106.08,2024-01-31,"New York, NY",CPTPP,Malaysia,6.77,19242.74,High,Compliant,2025-07-18 11:51:23
TR008289,6109.10.0040,"T-shirts, singlets and other vests, of cotton",IKEA,Mexico,MX,116.27,3.11,3.62,0.4,2.33,122.63,"63.5% Silicone, 36.5% Nylon",Silicone,8137,116.27,946073.8,2025-05-04,"Charleston, SC",Yes,Taiwan,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR008290,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",McKinsey & Company,Bangladesh,BD,22.33,10.78,2.41,0.08,2.34,27.16,"81.9% Rubber, 18.1% Leather",Rubber,2115,22.33,47222.24,2024-01-24,"Miami, FL",CPTPP,Malaysia,2.88,1362.35,High,Compliant,2025-07-18 11:51:23
TR008291,6110.20.2025,"Sweaters, pullovers of cotton",Audi AG,India,IN,85.71,13.19,11.31,0.3,0.73,98.05,"78.6% Leather, 21.4% Silicone",Leather,7515,85.71,644100.04,2024-07-23,"Long Beach, CA",KORUS,Thailand,3.89,25078.37,High,Non-Compliant,2025-07-18 11:51:23
TR008292,8305.20.0000,Staples in strips,Intel Corporation,France,FR,15.02,3.16,0.47,0.05,2.37,17.91,"97.4% Steel, 2.6% Cotton",Steel,6232,15.02,93580.37,2025-03-08,"Charleston, SC",No,Malaysia,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR008293,8467.21.0030,"Drills with self-contained electric motor, cordless",Nissan Motor Co.,France,FR,96.64,3.26,3.15,0.33,2.14,102.26,"62.3% Aluminum, 37.7% Silicone",Aluminum,8006,96.64,773683.23,2024-05-29,"Charleston, SC",No,Turkey,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR008294,9507.30.2000,Fishing reels,Honda Motor Co.,Brazil,BR,121.15,15.14,18.34,0.42,2.45,142.35,"85.1% Nylon, 14.9% Aluminum",Nylon,8416,121.15,1019597.78,2024-07-12,"Norfolk, VA",No,Mexico,13.04,132922.56,Medium,Compliant,2025-07-18 11:51:23
TR008295,6403.91.6030,Footwear with outer soles of rubber,Ernst & Young,Thailand,TH,97.43,9.8,9.55,0.34,2.23,109.55,"73.2% Nylon, 26.8% Cotton",Nylon,7126,97.43,694314.17,2024-10-31,"Seattle, WA",No,United Kingdom,7.0,48594.81,Medium,Compliant,2025-07-18 11:51:23
TR008296,6204.63.3510,Women's or girls' trousers of cotton,Dell Technologies,Vietnam,VN,118.69,7.56,8.98,0.41,2.23,130.31,"94.4% Aluminum, 5.6% Plastic",Aluminum,6901,118.69,819098.07,2024-09-03,"Los Angeles, CA",KORUS,Canada,7.56,61947.4,Medium,Compliant,2025-07-18 11:51:23
TR008297,7013.49.2000,Glassware for table or kitchen use,Gap Inc.,Bangladesh,BD,75.36,14.2,10.7,0.26,2.2,88.53,"80.8% Plastic, 19.2% Glass",Plastic,8138,75.36,613315.99,2024-10-31,"Los Angeles, CA",No,Japan,9.3,57047.65,Medium,Under Review,2025-07-18 11:51:23
TR008298,4421.99.9780,Other articles of wood,Porsche AG,Germany,DE,38.22,2.05,0.78,0.13,0.19,39.33,"95.6% Polyester, 4.4% Plastic",Polyester,2213,38.22,84578.34,2025-01-09,"Houston, TX",No,Mexico,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008299,7013.49.2000,Glassware for table or kitchen use,Best Buy Co.,China,CN,82.88,19.18,15.89,0.29,1.43,100.49,"74.8% Glass, 25.2% Polyester",Glass,6435,82.88,533334.4,2024-07-22,"Norfolk, VA",No,Italy,15.08,80404.66,Low,Under Review,2025-07-18 11:51:23
TR008300,9404.90.9505,"Pillows, cushions and similar articles",General Motors,South Korea,KR,126.49,3.01,3.81,0.44,2.5,133.23,"96.0% Cotton, 4.0% Nylon",Cotton,1199,126.49,151661.44,2025-05-08,"Long Beach, CA",CPTPP,Thailand,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008301,3923.30.0080,"Carboys, bottles, flasks and similar articles",Cisco Systems,China,CN,139.77,17.59,24.59,0.48,1.75,166.6,"73.8% Glass, 26.2% Leather",Glass,1016,139.77,142006.99,2024-10-18,"Houston, TX",No,Vietnam,9.09,12913.17,Medium,Compliant,2025-07-18 11:51:23
TR008302,7117.11.0000,Cuff links and studs of base metal,General Electric,Thailand,TH,115.32,6.61,7.63,0.4,2.31,125.66,"73.7% Plastic, 26.3% Rubber",Plastic,6214,115.32,716619.82,2023-11-20,"Long Beach, CA",CPTPP,Turkey,0.81,5825.93,High,Compliant,2025-07-18 11:51:23
TR008303,7323.93.0060,"Table, kitchen or other household articles of stainless steel",Dell Technologies,Germany,DE,47.41,3.14,1.49,0.16,0.84,49.9,"64.1% Aluminum, 35.9% Silicone",Aluminum,5143,47.41,243810.04,2025-03-28,"New York, NY",No,South Korea,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008304,4016.99.6000,Other articles of vulcanized rubber,General Electric,Brazil,BR,122.08,19.18,23.42,0.42,2.24,148.16,"96.0% Aluminum, 4.0% Leather",Aluminum,9659,122.08,1179151.98,2025-07-16,"Charleston, SC",No,Indonesia,8.58,101183.16,Low,Under Review,2025-07-18 11:51:23
TR008305,3924.90.5600,"Other household articles and toilet articles, of plastics",Accenture PLC,Indonesia,ID,133.89,11.31,15.15,0.46,2.26,151.76,"70.4% Plastic, 29.6% Steel",Plastic,5482,133.89,733985.44,2024-06-30,"Norfolk, VA",No,Italy,7.21,52943.35,Low,Under Review,2025-07-18 11:51:23
TR008306,9506.62.4000,Inflatable balls,Adidas AG,Pakistan,PK,43.27,15.91,6.89,0.15,1.21,51.52,"65.8% Glass, 34.2% Plastic",Glass,6560,43.27,283878.49,2024-09-26,"Seattle, WA",KORUS,South Korea,9.21,26151.64,Medium,Compliant,2025-07-18 11:51:23
TR008307,6110.20.2025,"Sweaters, pullovers of cotton",McKinsey & Company,France,FR,32.29,0.0,0.0,0.11,2.25,34.65,"66.2% Steel, 33.8% Aluminum",Steel,3641,32.29,117566.85,2024-12-20,"Long Beach, CA",No,Thailand,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR008308,4015.19.0510,"Disposable gloves of vulcanized rubber, nitrile",Nike Inc.,India,IN,49.8,14.75,7.34,0.17,1.17,58.49,"63.4% Nylon, 36.6% Polyester",Nylon,8529,49.8,424784.52,2024-01-27,"Miami, FL",No,United Kingdom,11.95,50744.41,High,Compliant,2025-07-18 11:51:23
TR008309,7616.99.1000,Other articles of aluminum,Accenture PLC,India,IN,7.26,12.71,0.92,0.03,2.02,10.23,"62.2% Silicone, 37.8% Leather",Silicone,9740,7.26,70723.91,2025-04-11,"Charleston, SC",KORUS,Malaysia,4.81,3405.19,High,Compliant,2025-07-18 11:51:23
TR008310,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Toyota Motor Corporation,Indonesia,ID,85.37,12.47,10.65,0.3,1.07,97.38,"71.1% Plastic, 28.9% Aluminum",Plastic,6512,85.37,555906.98,2025-04-13,"Seattle, WA",CPTPP,Mexico,10.37,57664.89,Low,Non-Compliant,2025-07-18 11:51:23
TR008311,6307.90.9889,"Other made up articles, including dress patterns",Procter & Gamble,Vietnam,VN,61.83,4.95,3.06,0.21,0.19,65.3,"95.2% Plastic, 4.8% Glass",Plastic,6130,61.83,379031.12,2024-06-12,"Los Angeles, CA",No,Japan,0.05,206.89,High,Under Review,2025-07-18 11:51:23
TR008312,4015.19.0510,"Disposable gloves of vulcanized rubber, nitrile",Boston Consulting Group,Indonesia,ID,24.81,9.59,2.38,0.09,0.34,27.62,"91.6% Glass, 8.4% Polyester",Glass,7646,24.81,189693.73,2024-05-02,"Charleston, SC",No,Japan,4.69,8901.52,High,Under Review,2025-07-18 11:51:23
TR008313,7013.49.2000,Glassware for table or kitchen use,Coca-Cola Company,Thailand,TH,43.06,9.79,4.22,0.15,1.68,49.1,"84.3% Plastic, 15.7% Steel",Plastic,8866,43.06,381758.05,2025-03-24,"New York, NY",KORUS,Pakistan,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR008314,4421.99.9780,Other articles of wood,Nestle SA,Thailand,TH,9.08,8.46,0.77,0.03,2.05,11.93,"72.3% Plastic, 27.7% Steel",Plastic,2132,9.08,19367.08,2023-12-05,"Houston, TX",No,Turkey,2.66,514.27,High,Non-Compliant,2025-07-18 11:51:23
TR008315,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",IKEA,Malaysia,MY,47.64,8.93,4.26,0.17,1.26,53.32,"79.5% Silicone, 20.5% Glass",Silicone,9584,47.64,456624.26,2023-11-06,"Charleston, SC",No,Taiwan,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:23
TR008316,9503.00.0071,"Tricycles, scooters, pedal cars and similar wheeled toys",BMW Group,Taiwan,TW,146.99,12.57,18.48,0.51,1.3,167.27,"84.3% Plastic, 15.7% Leather",Plastic,1375,146.99,202114.92,2024-12-09,"Los Angeles, CA",No,Japan,7.67,15501.73,Low,Non-Compliant,2025-07-18 11:51:23
TR008317,6217.10.1000,Accessories of apparel,Boston Consulting Group,Japan,JP,137.98,2.63,3.63,0.48,0.12,142.21,"64.9% Silicone, 35.1% Aluminum",Silicone,3771,137.98,520327.94,2024-10-06,"New York, NY",No,United Kingdom,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008318,9018.32.0000,Tubular metal needles,General Electric,Canada,CA,39.88,0.0,0.0,0.14,1.84,41.86,"93.3% Aluminum, 6.7% Polyester",Aluminum,1123,39.88,44790.32,2025-03-07,"Seattle, WA",Yes,Brazil,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008319,9404.90.9505,"Pillows, cushions and similar articles",Intel Corporation,Philippines,PH,119.42,6.28,7.49,0.41,1.9,129.23,"95.3% Rubber, 4.7% Plastic",Rubber,692,119.42,82636.16,2023-10-02,"Charleston, SC",No,Vietnam,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008320,9404.90.9505,"Pillows, cushions and similar articles",Johnson & Johnson,Philippines,PH,134.56,6.77,9.11,0.47,0.16,144.3,"70.1% Nylon, 29.9% Cotton",Nylon,7550,134.56,1015919.17,2025-05-06,"Norfolk, VA",No,Bangladesh,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR008321,6217.10.1000,Accessories of apparel,Ernst & Young,Vietnam,VN,90.06,8.1,7.29,0.31,1.12,98.78,"62.7% Steel, 37.3% Glass",Steel,7689,90.06,692470.15,2024-02-04,"New York, NY",KORUS,South Korea,1.4,9673.92,High,Compliant,2025-07-18 11:51:23
TR008322,6217.10.1000,Accessories of apparel,Under Armour Inc.,Indonesia,ID,130.05,13.79,17.94,0.45,1.65,150.09,"67.4% Nylon, 32.6% Leather",Nylon,3167,130.05,411872.49,2024-05-19,"Charleston, SC",CPTPP,United Kingdom,10.99,45272.49,High,Non-Compliant,2025-07-18 11:51:23
TR008323,6302.60.0020,Toilet linen and kitchen linen of cotton,Audi AG,United Kingdom,GB,29.88,2.18,0.65,0.1,0.59,31.23,"63.3% Cotton, 36.7% Aluminum",Cotton,321,29.88,9590.57,2025-06-06,"Norfolk, VA",No,India,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008324,6110.20.2025,"Sweaters, pullovers of cotton",Johnson & Johnson,Germany,DE,83.72,3.05,2.55,0.29,1.78,88.33,"83.7% Leather, 16.3% Cotton",Leather,7667,83.72,641844.62,2023-08-29,"New York, NY",KORUS,India,0.0,0.0,High,Under Review,2025-07-18 11:51:23
TR008325,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Porsche AG,Japan,JP,84.56,2.85,2.41,0.29,1.8,89.07,"95.0% Nylon, 5.0% Cotton",Nylon,9110,84.56,770351.22,2023-08-07,"Seattle, WA",CPTPP,Canada,2.85,21950.42,High,Under Review,2025-07-18 11:51:23
TR008326,8528.72.6400,Reception apparatus for television,Apple Inc.,India,IN,75.67,13.07,9.89,0.26,2.31,88.13,"84.8% Cotton, 15.2% Glass",Cotton,3706,75.67,280427.3,2024-01-03,"Long Beach, CA",CPTPP,Mexico,10.97,30755.63,Low,Under Review,2025-07-18 11:51:23
TR008327,9401.80.4016,Seats with wooden frames,Oracle Corporation,South Korea,KR,65.19,6.45,4.21,0.23,1.02,70.64,"67.1% Aluminum, 32.9% Leather",Aluminum,8110,65.19,528666.97,2024-10-22,"Houston, TX",No,Canada,6.45,34108.34,Low,Compliant,2025-07-18 11:51:23
TR008328,6403.91.6030,Footwear with outer soles of rubber,Costco Wholesale,Thailand,TH,101.13,7.52,7.61,0.35,1.55,110.64,"77.9% Rubber, 22.1% Polyester",Rubber,3235,101.13,327140.25,2024-03-31,"Charleston, SC",KORUS,France,4.02,13160.01,Medium,Non-Compliant,2025-07-18 11:51:23
TR008329,9506.62.4000,Inflatable balls,HP Inc.,Mexico,MX,91.34,2.38,2.17,0.32,0.34,94.17,"78.9% Silicone, 21.1% Leather",Silicone,5000,91.34,456719.83,2025-02-03,"Los Angeles, CA",Yes,United Kingdom,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR008330,8414.51.0000,Ceiling fans,Oracle Corporation,Mexico,MX,60.97,5.06,3.09,0.21,2.06,66.33,"68.7% Glass, 31.3% Aluminum",Glass,2510,60.97,153045.95,2025-01-03,"Long Beach, CA",Yes,Philippines,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR008331,3402.20.0000,Cleaning preparations put up for retail sale,General Electric,Bangladesh,BD,96.95,13.69,13.28,0.34,0.57,111.14,"65.2% Silicone, 34.8% Steel",Silicone,8856,96.95,858604.47,2024-08-04,"Charleston, SC",CPTPP,Canada,13.69,117565.19,High,Compliant,2025-07-18 11:51:23
TR008332,6217.10.1000,Accessories of apparel,Volkswagen AG,Vietnam,VN,138.87,9.35,12.98,0.48,0.23,152.57,"80.3% Aluminum, 19.7% Plastic",Aluminum,7266,138.87,1009039.48,2024-09-30,"Houston, TX",No,Turkey,3.55,35810.45,Low,Compliant,2025-07-18 11:51:23
TR008333,9503.00.0071,"Tricycles, scooters, pedal cars and similar wheeled toys",Toyota Motor Corporation,Philippines,PH,115.59,9.72,11.23,0.4,1.32,128.54,"84.1% Glass, 15.9% Rubber",Glass,5866,115.59,678026.86,2025-06-08,"Charleston, SC",No,Japan,4.82,32671.46,Low,Compliant,2025-07-18 11:51:23
TR008334,6211.32.0040,"Track suits, ski suits and swimwear of cotton",Johnson & Johnson,Canada,CA,23.24,0.0,0.0,0.08,2.48,25.8,"82.6% Glass, 17.4% Plastic",Glass,1792,23.24,41653.64,2023-08-15,"Seattle, WA",Yes,Turkey,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008335,7013.49.2000,Glassware for table or kitchen use,Ford Motor Company,Japan,JP,32.54,4.16,1.35,0.11,2.38,36.39,"85.1% Cotton, 14.9% Silicone",Cotton,1724,32.54,56099.17,2024-09-16,"Long Beach, CA",CPTPP,Germany,0.96,536.32,Medium,Compliant,2025-07-18 11:51:23
TR008336,6302.60.0020,Toilet linen and kitchen linen of cotton,Amazon.com Inc.,Malaysia,MY,71.69,7.62,5.46,0.25,2.1,79.49,"73.1% Glass, 26.9% Leather",Glass,4053,71.69,290539.44,2024-04-08,"Seattle, WA",KORUS,Canada,7.62,22125.8,High,Compliant,2025-07-18 11:51:23
TR008337,8708.29.5090,Other parts and accessories of motor vehicles,Cisco Systems,France,FR,63.21,2.72,1.72,0.22,1.99,67.14,"70.9% Cotton, 29.1% Plastic",Cotton,192,63.21,12135.36,2025-03-11,"New York, NY",No,South Korea,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR008338,6302.60.0020,Toilet linen and kitchen linen of cotton,Dell Technologies,Italy,IT,13.62,2.7,0.37,0.05,1.02,15.05,"65.4% Rubber, 34.6% Plastic",Rubber,9402,13.62,128055.27,2024-05-03,"Charleston, SC",KORUS,Brazil,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR008339,7326.90.8588,Other articles of iron or steel,Levi Strauss & Co.,Turkey,TR,120.67,5.81,7.01,0.42,0.44,128.54,"86.7% Silicone, 13.3% Polyester",Silicone,3018,120.67,364178.12,2025-02-16,"Charleston, SC",No,France,2.31,8424.77,Low,Under Review,2025-07-18 11:51:23
TR008340,8543.70.9860,Other electrical machines and apparatus,Best Buy Co.,India,IN,63.2,12.05,7.62,0.22,2.32,73.36,"68.1% Cotton, 31.9% Leather",Cotton,6212,63.2,392620.39,2025-03-02,"Houston, TX",No,China,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR008341,3923.30.0080,"Carboys, bottles, flasks and similar articles",Nestle SA,France,FR,5.14,2.41,0.12,0.02,1.74,7.02,"68.2% Plastic, 31.8% Leather",Plastic,2958,5.14,15197.41,2024-02-24,"Long Beach, CA",No,India,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008342,9506.62.4000,Inflatable balls,Target Corporation,Bangladesh,BD,134.87,13.82,18.64,0.47,1.75,155.73,"65.4% Nylon, 34.6% Leather",Nylon,5070,134.87,683778.07,2023-12-28,"Houston, TX",No,Philippines,5.62,38446.25,Low,Compliant,2025-07-18 11:51:23
TR008343,7323.93.0060,"Table, kitchen or other household articles of stainless steel",KPMG,Germany,DE,48.02,0.87,0.42,0.17,0.4,49.0,"97.5% Glass, 2.5% Nylon",Glass,2981,48.02,143133.08,2024-01-02,"Houston, TX",No,Mexico,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008344,9401.80.4016,Seats with wooden frames,Costco Wholesale,Italy,IT,113.86,3.63,4.13,0.39,1.23,119.61,"69.3% Glass, 30.7% Polyester",Glass,6233,113.86,709658.59,2025-02-25,"Los Angeles, CA",CPTPP,Philippines,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR008345,7323.93.0060,"Table, kitchen or other household articles of stainless steel",Mercedes-Benz Group,Vietnam,VN,74.02,10.53,7.8,0.26,1.33,83.41,"84.2% Leather, 15.8% Aluminum",Leather,5991,74.02,443480.78,2024-11-09,"Charleston, SC",No,Taiwan,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR008346,8467.21.0030,"Drills with self-contained electric motor, cordless",Porsche AG,Brazil,BR,86.86,17.54,15.24,0.3,1.08,103.48,"69.7% Silicone, 30.3% Leather",Silicone,5872,86.86,510066.04,2023-09-25,"Seattle, WA",No,Taiwan,6.14,31337.13,Low,Compliant,2025-07-18 11:51:23
TR008347,8414.51.0000,Ceiling fans,Macy's Inc.,Thailand,TH,4.98,9.3,0.46,0.02,1.5,6.95,"88.4% Cotton, 11.6% Aluminum",Cotton,5630,4.98,28010.15,2023-10-06,"Long Beach, CA",No,Italy,5.2,1456.99,Low,Compliant,2025-07-18 11:51:23
TR008348,9401.80.4016,Seats with wooden frames,Coca-Cola Company,United Kingdom,GB,9.22,6.39,0.59,0.03,0.94,10.78,"89.2% Steel, 10.8% Glass",Steel,165,9.22,1520.51,2024-08-02,"Los Angeles, CA",No,Taiwan,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
